release,title,genre,budget,opening,domestic,worldwide
20170519,Champion,Drama,0,0,175232,179034
20170602,Wonder Woman,Action,150000000,103251471,412563408,817012815
20170630,Despicable Me 3,Adventure,75000000,72434025,264624300,1034542646
20170616,Cars 3,Adventure,0,53688680,152901115,383601115
20170621,Transformers: The Last Knight,Action,217000000,44680073,130168683,603968683
20170609,The Mummy,Adventure,195000000,31668375,80101125,410333326
20170616,All Eyez on Me,Drama,45000000,26435354,44922302,54876855
20170602,Captain Underpants: The First Epic Movie,Adventure,38000000,23851539,73921000,123261024
20170628,Baby Driver,Thriller/Suspense,34000000,20553320,107825862,228104185
20170616,47 Meters Down,Horror,0,11205562,44307193,61697193
20170630,The House,Comedy,40000000,8724795,25584504,31192743
20170616,Rough Night,Black Comedy,20000000,8004283,22177334,46916048
20170609,It Comes at Night,Horror,5000000,5988370,13985117,17387100
20170609,Megan Leavey,Drama,0,3810867,13406304,13481502
20170616,The Book of Henry,Drama,0,1424540,4288104,4379905
20170609,My Cousin Rachel,Drama,0,969941,2716368,8499804
20170623,Tubelight,Adventure,0,930058,930058,20560924
20170602,3 Idiotas,Comedy,0,609249,1249233,7684685
20170623,The Big Sick,Romantic Comedy,5000000,421577,42872467,53005448
20170602,Churchill,Drama,0,408891,1279681,6402580
20170623,The Beguiled,Western,0,229292,10576669,28039038
20170609,Beatriz at Dinner,Drama,0,141959,7115854,7249437
20170623,The Bad Batch,Horror,0,89111,180851,182226
20170602,Dean,Comedy,0,60366,254536,254536
20170630,The Little Hours,Black Comedy,0,56676,1647175,1647175
20170630,Ni Shi Ying Jiu,Action,0,54276,108970,29618970
20170609,The Hero,Drama,0,45317,4077333,4112369
20170602,"Love, Kennedy",Drama,0,45285,407871,407871
20170616,Daeripgun,Drama,0,41959,84532,5664511
20170616,The Journey,Drama,0,32895,164994,471123
20170602,Band Aid,Comedy,0,29013,248370,248370
20170602,God of War,Action,0,23912,53496,9293496
20170616,"Hare Krishna! The Mantra, The Movemen…",Documentary,0,22310,133006,138316
20170602,The Exception,Drama,0,21351,708972,719523
20170602,Letters from Baghdad,Documentary,0,19725,336223,479651
20170630,Maria Sklodowska Curie,Drama,0,18600,127993,478610
20170602,Past Life,Thriller/Suspense,0,14960,180099,205212
20170630,The B-Side,Documentary,0,12035,125227,125227
20170630,Elser,Drama,0,11750,155897,436518
20170623,Voyage à Travers le Cinéma Français,Documentary,0,10636,52058,71018
20170616,Jasmine,Horror,0,8358,24284,24284
20170616,Il Boom,Comedy,0,8164,57308,57308
20170614,Moka,Drama,0,7660,129547,129547
20170628,Le Trou,Thriller/Suspense,0,6756,30973,30973
20170602,The Recall,Horror,0,6570,22233,22233
20170623,O Ornitólogo,Drama,0,6132,50511,87719
20170609,Mei Hao De Yi Wai,Drama,0,5942,51766,2436776
20170609,Dawson City: Frozen Time,Documentary,0,5713,132369,132369
20170623,A Beginner’s Guide to Snuff,Black Comedy,0,5204,21031,21031
20170623,In Pursuit of Silence,Documentary,0,5141,29050,41056
20170616,Paris pieds nus,Drama,0,4510,691597,908827
20170628,Pop Aye,Drama,0,3598,77895,135400
20170616,Fuchi ni tatsu,Drama,0,3453,17191,23217
20170609,I Love You Both,Comedy,0,3236,4661,4661
20170623,Food Evolution,Documentary,0,2851,17181,17181
20170609,Miles,Adventure,0,2147,2537,2537
20170616,Scum,Thriller/Suspense,0,1948,5405,5405
20170609,Night School,Documentary,0,1588,4663,4663
20170630,The Skyjacker’s Tale,Documentary,0,1097,3009,3009
20170630,2:22,Thriller/Suspense,0,294,422,3684888
20170602,"I, Daniel Blake",Drama,0,0,260354,9191320
20170606,CarGo,,0,0,0,0
20170623,F(l)ag Football,Documentary,0,0,0,0
20170606,The Axe Murders of Villisca,Horror,0,0,0,0
20170623,Nowhere to Hide,Documentary,0,0,0,0
20170630,Mali Blues,Documentary,0,0,0,0
20170627,Tom and Jerry: Willy Wonka and the Ch…,,0,0,0,0
20170609,Middle Man,Comedy,0,0,0,0
20170616,Kill Switch,Action,0,0,0,23316
20170616,From Hollywood to Rose,Comedy,0,0,0,0
20170613,Bring Me the Head of Alfredo Garcia,,0,0,0,0
20170609,Random Tropical Paradise,Comedy,0,0,0,0
20170602,Dark Signal,Horror,0,0,0,0
20170613,Dragonheart: Battle for the Heartfire,Adventure,0,0,0,0
20170608,Chris Brown: Welcome to my Life,Documentary,0,0,0,0
20170609,Bara no sôretsu,Drama,0,0,0,0
20170629,Okja,Adventure,0,0,0,2149732
20170620,Blood Road,,0,0,0,0
20170613,Yu-Gi-Oh!: The Dark Side of Dimensions,Adventure,0,0,0,762726
20170620,Wichita,,0,0,0,0
20170629,Hired Gun,Documentary,0,0,0,0
20170609,11:55,Drama,0,0,0,0
20170601,Be Afraid,Horror,0,0,0,0
20170613,Alone in Berlin,Drama,0,0,0,1155266
20170627,Life of Significant Soil,,0,0,0,0
20170606,On-Drakon,Adventure,0,0,0,8600000
20170627,The Apple,,0,0,0,0
20170609,La Granja,Drama,0,0,0,0
20170606,The Hunter’s Prayer,Action,0,0,0,45965
20170620,Audubon,Documentary,0,0,0,0
20170609,Raising Bertie,Documentary,0,0,0,0
20170606,Child of Satan,Horror,0,0,0,0
20170627,Ex-Patriot,,0,0,0,0
20170619,Moscow Never Sleeps,Drama,0,0,0,6949
20170623,All the Rage (Saved by Sarno),Documentary,0,0,18489,18489
20170623,Ripped,Comedy,0,0,0,0
20170627,D-Day Survivor,,0,0,0,0
20170602,The Incomparable Rose Hartman,Documentary,0,0,0,0
20170613,Misdirection: The Real Magic,,0,0,0,0
20170630,Darkness Rising,Horror,0,0,0,0
20170613,El Americano: The Movie,Adventure,0,0,0,336874
20170707,Spider-Man: Homecoming,Action,175000000,117027503,334201140,880206511
20170714,War for the Planet of the Apes,Action,152000000,56262929,146880162,490280162
20170721,Dunkirk,Action,150000000,50513488,188373161,499518504
20170721,Girls Trip,Comedy,28000000,31201920,115108515,140798808
20170728,The Emoji Movie,Adventure,50000000,24531923,86089513,216807482
20170728,Atomic Blonde,Thriller/Suspense,30000000,18286420,51573925,98368372
20170721,Valerian and the City of a Thousand P…,Adventure,180000000,17007624,40479370,215116144
20170714,Wish Upon,Horror,12000000,5467084,14301505,23477345
20170714,Jagga Jasoos,Adventure,0,490232,861740,9055672
20170728,Detroit,Drama,0,350190,16790139,21545532
20170728,Mubarakan,Romantic Comedy,0,310170,758868,12867137
20170728,Wolf Warrior 2,Action,0,219022,2721100,861434171
20170728,An Inconvenient Sequel,Documentary,1000000,124823,3496795,4062957
20170707,A Ghost Story,Drama,0,104030,1594798,1939199
20170721,Munna Michael,Action,0,64949,64949,5002289
20170714,Lady Macbeth,Drama,0,64537,1129408,4178262
20170728,Menashe,Drama,0,62078,1702996,1826452
20170721,Landline,Comedy,0,52555,940854,940854
20170707,Míng Yuè Ji Shí You,Drama,0,50619,111584,8759453
20170728,Brigsby Bear,Comedy,0,39652,515765,665183
20170721,Sage Femme,Thriller/Suspense,0,21341,603582,2185918
20170707,City of Ghosts,Documentary,0,13601,128015,200431
20170728,Person to Person,Drama,0,11852,48499,48499
20170707,The Last Dalai Lama?,Documentary,0,9786,145513,145513
20170726,Rumble: The Indians who Rocked the World,Documentary,0,8914,225177,225177
20170714,Les fausses confidences,Drama,0,7361,29245,51341
20170714,Sur quel pied danser,Musical,0,5900,6660,6660
20170721,Miekkailija,Drama,0,5572,95951,625815
20170714,The Wrong Light,Documentary,0,5429,7553,7553
20170714,L’important c’est d’aimer,Drama,0,5370,16976,16976
20170712,I am the Blues,Documentary,0,5105,37849,37849
20170728,Mal de Pierres,Drama,0,4473,48677,511892
20170707,Swim Team,Documentary,0,4024,4024,4024
20170711,Simple Creature,Thriller/Suspense,0,3547,23918,23918
20170714,Birthright: A War Story,Documentary,0,3006,7519,7519
20170721,La jeune fille sans mains,Adventure,0,2916,21787,21787
20170721,La Region Salvaje,Drama,0,2718,25899,57773
20170721,The Pulitzer at 100,Documentary,0,2577,4489,4489
20170721,The Fuzz,Thriller/Suspense,0,2236,6176,6176
20170714,Man Underground,Drama,0,2194,20907,20907
20170721,Amnesia,Drama,0,1202,8700,8700
20170728,Le Gai Savoir,Drama,0,1149,1149,1149
20170728,Sueño en otro idioma,Drama,0,810,2739,2739
20170719,Santoalla,Documentary,0,489,2684,2684
20170726,Escapes,Documentary,0,0,0,0
20170711,The Hunting Party,,0,0,0,0
20170711,Gunned Down,Action,0,0,0,0
20170728,Romeo is Bleeding,Documentary,0,0,0,0
20170728,A Family Man,Drama,0,0,0,2374855
20170711,Star Slammer,,0,0,0,0
20170725,Scalia: Portrait of a Man and Jurist,Documentary,0,0,0,0
20170718,Murder She Baked: A Deadly Recipe,Drama,0,0,0,0
20170704,Doberuman deka,Action,0,0,0,0
20170728,Strange Weather,Drama,0,0,0,0
20170705,Liar’s Dice,Adventure,0,0,0,0
20170718,Kansas vs. Darwin,Documentary,0,0,0,0
20170714,Swallows and Amazons,Adventure,0,0,0,3895661
20170718,La Seduzione,Drama,0,0,0,0
20170704,King Arthur: Excaliber Rising,Action,0,0,0,0
20170728,30 Years of Garbage: The Garbage Pail…,Drama,0,0,27739,27739
20170704,One Drop,,0,0,0,0
20170714,Belief: The Possession of Janet Moses,Documentary,0,0,0,0
20170714,Poesia Sin Fin,Drama,0,0,0,72361
20170721,The Black Prince,Drama,0,0,0,639198
20170725,Alim adumim,Drama,0,0,0,0
20170704,Summer of Dreams,,0,0,0,0
20170718,Resident Evil: Vendetta,Action,0,0,0,191408
20170711,Last Day of School,Comedy,0,0,0,0
20170711,Game Changers,Drama,0,0,0,0
20170712,500 Years,Documentary,0,0,0,0
20170711,The Horse Dancer,,0,0,0,0
20170718,Insatiable: The Homaro Cantu Story,Documentary,0,0,0,0
20170704,A Stork's Journey,Adventure,0,0,0,7982629
20170711,Star Crystal,Horror,0,0,0,0
20170728,The Last Face,Drama,0,0,0,310496
20170711,The Wizard of Lies,,0,0,0,0
20170721,The Gracefield Incident,Horror,0,0,0,55224
20170718,"Signed, Sealed, Delivered: From the H…",,0,0,0,0
20170711,Sex Doll,Thriller/Suspense,0,0,0,0
20170718,Camp Cool Kids,Adventure,0,0,0,0
20170707,Le Confessioni,Thriller/Suspense,0,0,0,1776335
20170705,Viva Amiga,Documentary,0,0,0,0
20170704,Taking Earth,,0,0,0,0
20170718,Ukraine on Fire,Documentary,0,0,0,0
20170718,Feed,Drama,0,0,0,0
20170718,A Woman Deceived,Thriller/Suspense,0,0,0,0
20170721,First Kill,Action,0,0,0,73707
20170704,American Cowboys vs. Aliens,Action,0,0,0,0
20170704,The Brass Bottle,,0,0,0,0
20170721,Awaken the Shadowman,Horror,0,0,0,0
20170714,Almost Sunrise,Documentary,0,0,0,0
20170714,Battle Scars,Drama,0,0,0,0
20170721,Killing Ground,Thriller/Suspense,0,0,0,44186
20170711,Facing Darkness,Documentary,0,0,0,0
20170728,The Conway Curve,Comedy,0,0,0,0
20170704,Ancient Aliens and the New World Order 2,Documentary,0,0,0,0
20170711,Savannah Sunrise,,0,0,0,0
20170721,Kuso,Horror,0,0,0,0
20170711,Murder She Baked: A Peach Cobbler Mys…,Drama,0,0,0,0
20170718,Walk with me,Documentary,0,0,0,837421
20170811,Annabelle: Creation,Horror,15000000,35006404,102092201,305492201
20170818,The Hitman’s Bodyguard,Action,30000000,21384504,75468583,172779292
20170804,The Dark Tower,Western,60000000,19153698,50701325,113018076
20170804,Kidnap,Thriller/Suspense,0,10016323,30718107,32719421
20170811,The Nut Job 2: Nutty by Nature,Adventure,40000000,8342311,28370522,58010968
20170818,Logan Lucky,Comedy,29000000,7600036,27778642,39212299
20170825,Ballerina,Adventure,30000000,4730038,21858070,96923070
20170811,The Glass Castle,Drama,0,4678548,17273059,17816662
20170825,Birth of the Dragon,Action,0,2702430,6901965,6970811
20170826,Mayweather vs. McGregor,Concert/Performance,0,2620183,2620183,3250019
20170825,All Saints,Drama,2000000,1514278,5802208,5941994
20170804,Jab Harry Met Sejal,Romantic Comedy,0,1284740,1284740,11176544
20170811,Toilet: Ek Prem Katha,Comedy,0,709420,709420,20364534
20170811,Taeksi Woonjunsa,Drama,0,331854,1527829,90219557
20170811,Once Upon a Time,Drama,0,249933,485728,79650140
20170825,"Gentleman: Sundar, Susheel, Risky",Action,0,191530,410055,3178269
20170814,Gekijôban Fairy Tail: Dragon Cry,Action,0,169203,519461,838032
20170804,Wind River,Thriller/Suspense,0,161558,33800859,40352966
20170804,Step,Documentary,0,146488,1146292,1152837
20170811,Ingrid Goes West,Black Comedy,0,135301,3021133,3173098
20170811,Good Time,Drama,0,125101,2026498,3225459
20170818,The Adventurers,Thriller/Suspense,0,68614,216556,35955240
20170818,Patti Cake$,Comedy,1000000,67599,800148,1471090
20170811,The Only Living Boy in New York,Drama,0,54458,624332,1276175
20170825,Beach Rats,Drama,0,46451,471286,484134
20170811,Whose Streets?,Documentary,0,43804,182799,182799
20170811,The Trip to Spain,Comedy,0,40875,1157604,1866851
20170804,"We Love You, Sally Carmichael",Romantic Comedy,0,30951,113435,113435
20170818,Crown Heights,Drama,0,30173,238553,238553
20170818,Gook,Drama,0,27044,250130,250130
20170804,Columbus,Drama,0,26820,1017107,1017487
20170818,Marjorie Prime,Multiple Genres,0,20668,180608,224845
20170830,Ucitelka,Drama,0,15091,64437,1905953
20170804,Brave New Jersey,Comedy,0,14105,14105,14105
20170825,Polina danser sa vie,Drama,4000000,12588,165203,212723
20170811,The Nile Hilton Incident,Thriller/Suspense,0,9183,80953,152724
20170811,The Farthest,Documentary,0,6900,14733,36123
20170818,Sidemen: Long Road to Glory,Documentary,0,6120,31399,31399
20170818,Lemon,Comedy,0,5957,29258,29258
20170825,Jiao Zhu Chuan,Action,0,5122,13588,16392484
20170818,California Typewriter,Documentary,0,5031,200379,200379
20170825,Aknyeo,Action,0,4238,27741,8818918
20170804,Jours de France,Drama,0,3728,11373,11373
20170816,Inxeba,Drama,0,2920,29963,43256
20170809,Machines,Documentary,0,2838,9710,9710
20170825,Served Like a Girl,Documentary,0,1844,8290,8290
20170829,Paradise Club,Drama,0,1758,21923,21923
20170804,It’s Not Yet Dark,Documentary,0,811,1227,5275
20170809,L'Économie du Couple,Drama,0,810,13621,402776
20170825,Eshtebak,Drama,0,334,18215,56955
20170825,Red Christmas,Horror,0,280,2250,2250
20170804,The Ghoul,Thriller/Suspense,0,249,2032,18447
20170801,Roaring Abyss,Documentary,0,0,0,0
20170811,Kono sekai no katasumi ni,Drama,0,0,0,105106
20170804,Some Freaks,Comedy,0,0,0,0
20170811,The Veil,Adventure,0,0,0,0
20170801,Disconnected,Drama,0,0,0,0
20170815,Meantime,,0,0,0,0
20170822,Showing Roots,Comedy,0,0,0,0
20170815,Monkey Business: The Adventures of Cu…,Documentary,0,0,0,0
20170815,Blind,Drama,0,0,0,0
20170822,The Man in the Silo,,0,0,0,0
20170822,The Adventures of Hercules II,,0,0,0,0
20170829,The Evil in Us,,0,0,0,0
20170815,Day of Days,Drama,0,0,0,0
20170829,Vicious Lips,,0,0,0,0
20170829,Killing Hasselhoff,Comedy,0,0,0,0
20170831,The King’s Highway,Documentary,0,0,0,0
20170822,Thomas & Friends: Journey Beyond Sodor,Musical,0,0,0,316291
20170818,6 Days,Action,0,0,0,80887
20170829,Pup Star: Better 2Gether,Adventure,0,0,0,0
20170811,Pilgrimage,Thriller/Suspense,0,0,0,0
20170808,A Life in Waves,Documentary,0,0,0,0
20170808,Girl on the Edge,Drama,0,0,0,0
20170801,The UnMiracle,Drama,0,0,0,0
20170829,Autumn Dreams,Comedy,0,0,0,0
20170825,La larga noche de Francisco Sanctis,Drama,0,0,0,0
20170804,68 Kill,Thriller/Suspense,0,0,0,0
20170804,Armed Response,Thriller/Suspense,0,0,0,0
20170801,Boyka: Undisputed IV,Action,0,0,0,0
20170815,Rogue Warrior: Robot Fighter,,0,0,0,0
20170815,The Watchmaker’s Apprentice,Documentary,0,0,0,0
20170815,Treasure Hounds,Adventure,0,0,0,0
20170829,La Reina de España,Drama,0,0,0,1198038
20170804,Gunhamdo,Drama,0,0,1104957,45872441
20170822,Never Let Go,,0,0,0,0
20170818,Dave Made a Maze,Adventure,0,0,0,0
20170804,Fun Mom Dinner,Comedy,0,0,0,24877
20170822,Girl on Wave,Documentary,0,0,0,0
20170822,La Poison,Comedy,0,0,0,0
20170815,Descendants 2,Adventure,0,0,0,0
20170815,Free and Easy,Comedy,0,0,0,0
20170815,Fate,Thriller/Suspense,0,0,0,0
20170818,Shot Caller,Thriller/Suspense,0,0,0,2812238
20170815,Broken Mile,Thriller/Suspense,0,0,0,0
20170818,The Ice Cream Truck,Black Comedy,0,0,0,0
20170808,Sea Gypsies: Far Side of the World,Documentary,0,0,0,0
20170829,Shockwave: Countdown to Disaster,,0,0,0,0
20170815,Baby Steps,Comedy,0,0,0,0
20170815,Batman and Harley Quinn,Action,0,0,0,39091
20170908,It,Horror,35000000,123403419,327481748,697459228
20170922,Kingsman: The Golden Circle,Action,104000000,39023010,100234838,408834838
20170922,The Lego Ninjago Movie,Adventure,70000000,20433071,59281555,122780244
20170929,American Made,Thriller/Suspense,50000000,16776390,51342000,135581390
20170915,American Assassin,Thriller/Suspense,0,14846778,36249674,58659727
20170908,Home Again,Romantic Comedy,15000000,8567881,27020284,37337061
20170915,mother!,Thriller/Suspense,0,7534673,17800004,42558972
20170929,Flatliners,Thriller/Suspense,20000000,6574326,16883115,45075341
20170922,Friend Request,Thriller/Suspense,0,2002863,3759078,9720949
20170922,Stronger,Drama,0,1611040,4211129,5003992
20170929,Til Death Do Us Part,Thriller/Suspense,0,1527289,3424454,3424454
20170901,Hazlo Como Hombre,Comedy,0,1174484,2534252,13518483
20170901,Tulip Fever,Drama,25000000,1158017,2455635,3882453
20170929,A Question of Faith,Drama,0,1025489,2587072,2587072
20170929,Judwaa 2,Action,0,638045,1431255,26797432
20170922,Battle of the Sexes,Drama,0,518332,12638526,17826663
20170901,Shubh Mangal Saavdhan,Romantic Comedy,0,259999,511875,6587047
20170901,I Do…Until I Don’t,Comedy,0,234259,276608,276608
20170908,11-Sep,Drama,0,168500,172000,192318
20170922,Victoria and Abdul,Drama,0,158845,22245070,66298731
20170929,Chasing the Dragon,Action,0,138346,456854,86855981
20170901,Valley of Bones,Western,0,134076,166552,166552
20170915,Brad’s Status,Comedy,0,89921,2133158,2701851
20170929,Pearl Jam: Let’s Play Two,Concert/Performance,0,53177,348832,561578
20170915,Because of Grácia,Drama,0,52171,90388,90388
20170908,Poster Boys,Comedy,0,51264,97049,2602256
20170901,Viceroy’s House,Drama,0,48134,1105717,10783421
20170929,Lucky,Drama,0,43293,955925,1074093
20170922,The Tiger Hunter,Comedy,0,39553,62398,62398
20170908,Rebel in the Rye,Drama,0,37967,378294,674516
20170929,Mark Felt: The Man Who Brought Down t…,Thriller/Suspense,0,34217,768646,980227
20170927,Te Ata,Drama,0,28640,73236,73236
20170908,Memoir of a Murderer,Thriller/Suspense,0,27665,91335,19282535
20170922,Loving Vincent,Drama,0,23180,6647957,28409618
20170908,Twenty-Two,Documentary,0,22222,22222,25717480
20170929,Super Dark Times,Thriller/Suspense,0,19328,33109,33109
20170915,The Force,Documentary,0,18849,58154,58154
20170901,Dolores,Documentary,0,13534,555309,555309
20170908,La Fille Inconnue,Drama,0,13477,150579,955089
20170929,Take Every Wave: The Life of Laird Ha…,Documentary,0,12636,176160,179760
20170922,Woodshock,Drama,0,12247,42469,43550
20170913,Ex Libris: The New York Public Library,Documentary,0,10926,158192,158192
20170908,Hirune-hime: Shiranai watashi no mono…,Drama,0,10865,48198,142399
20170922,Unrest,Documentary,0,10607,40081,49680
20170912,May it Last: A Portrait of the Avett …,Documentary,0,10500,725286,725286
20170915,Red Trees,Documentary,0,10012,10012,10012
20170915,Manolo: The Boy Who Made Shoes for Li…,Documentary,0,8186,60056,64887
20170922,Kongens Nei,Drama,0,7850,113231,679993
20170915,Rat Film,Documentary,0,7793,35195,35195
20170922,Bobbi Jene,Documentary,0,7500,18579,18579
20170929,The Pathological Optimist,Documentary,0,5946,6522,6522
20170922,Ribbons,Thriller/Suspense,0,5715,26872,26872
20170915,Vengeance: A Love Story,Action,0,4526,4526,4526
20170901,The Vault,Thriller/Suspense,0,4308,5728,154115
20170908,Trophy,Documentary,0,3522,21439,22554
20170915,Tiempo de morir,Western,0,3411,14278,14278
20170922,Last Rampage,Thriller/Suspense,0,3054,6294,6294
20170901,A Boy Called Po,Comedy,0,2693,4550,4550
20170901,Dalida,Drama,0,2461,2917,66701
20170908,In Loco Parentis,Documentary,0,2332,37381,87550
20170908,The Challenge,Documentary,0,2171,11043,11043
20170908,Company Town,Documentary,0,2150,4934,4934
20170915,Abracadabra,Comedy,0,2116,13975,2019331
20170927,Bugs,Documentary,0,951,3423,3423
20170915,Extraordinary Ordinary People,Documentary,0,744,880,880
20170919,Jesús,Drama,0,0,0,0
20170908,The Good Catholic,Comedy,0,0,0,0
20170901,Clarence,Documentary,0,0,10495,10495
20170911,September Morning,Drama,0,0,0,0
20170912,Dead Again in Tombstone,Western,0,0,0,0
20170908,Anti-Matter,Thriller/Suspense,0,0,0,0
20170915,Indivisibili,Drama,0,0,0,309584
20170908,The 60 Yard Line,Comedy,0,0,0,0
20170901,Inhumans,Action,0,0,500000,1599957
20170919,Her Last Will,Thriller/Suspense,0,0,0,0
20170908,Free in Deed,Drama,0,0,0,0
20170901,Renegades,Action,0,0,0,626148
20170926,La leggenda del santo bevitore,Drama,0,0,0,0
20170908,Gun Shy,Action,0,0,0,0
20170922,The Houses October Built 2,Horror,0,0,0,0
20170915,Justice,Western,0,0,0,0
20170929,Proyecto Lazaro,Drama,0,0,0,124852
20170929,Stopping Traffic,Documentary,0,0,0,0
20170912,Fear of Water,Drama,0,0,0,0
20170915,Against the Night,Horror,0,0,0,0
20170922,Scareycrows,Horror,0,0,0,0
20170919,Ghost House,Horror,0,0,0,179290
20170901,Jackals,Horror,0,0,0,0
20170915,In Search of Fellini,Adventure,0,0,0,0
20170929,Don’t Sleep,Horror,0,0,0,0
20170915,Ryde,Horror,0,0,0,0
20170917,Saving Brinton,Documentary,0,0,0,0
20170922,Hong Yi Xiao Nu Hai 2,Horror,0,0,0,0
20170906,Spettacolo,Documentary,0,0,0,0
20170905,Chao ji bao biao,Action,0,0,0,0
20170929,"Don Gato, el inicio de la pandilla",Adventure,8000000,0,0,4582848
20170929,Soy Nero,Drama,0,0,0,0
20170926,Lane 1974,Drama,0,0,0,0
20170926,Killer Barby’s,Horror,0,0,0,0
20170929,Signature Move,Romantic Comedy,0,0,0,0
20171006,Blade Runner 2049,Thriller/Suspense,185000000,32753122,92054159,259103376
20171013,Happy Death Day,Thriller/Suspense,5000000,26039025,55683845,124967272
20171020,Tyler Perry’s Boo 2! A Madea Halloween,Comedy,20000000,21226953,47319572,47879572
20171027,Jigsaw,Horror,10000000,16640452,38052832,102630330
20171020,Geostorm,Action,100000000,13707376,33700160,220800160
20171013,The Foreigner,Action,35000000,13113024,34393507,140788326
20171006,The Mountain Between Us,Thriller/Suspense,0,10551336,30348555,59721799
20171006,My Little Pony: The Movie,Adventure,0,8885899,21885107,55573525
20171020,Only the Brave,Drama,38000000,6002665,18340051,21049847
20171027,Thank You for Your Service,Drama,20000000,3817700,9479390,9718331
20171020,The Snowman,Thriller/Suspense,35000000,3372565,6670765,43232849
20171013,Marshall,Drama,12000000,3000805,10051659,10111433
20171027,Suburbicon,Black Comedy,0,2840246,5775178,10244113
20171020,Same Kind of Different as Me,Drama,0,2591985,6423605,6423605
20171027,Let There Be Light,Drama,0,1729535,7233471,7233471
20171020,Golmaal Again,Musical,0,1013893,1013893,34006589
20171013,Professor Marston & The Wonder Women,Drama,0,736883,1585362,1908425
20171006,The Stray,Multiple Genres,0,596547,1579440,1579440
20171006,The Florida Project,Drama,0,156833,5888312,8280740
20171027,All I See is You,Thriller/Suspense,0,144076,217644,278805
20171013,American Satan,Thriller/Suspense,0,135378,226232,226232
20171006,Feng Ren Ji Yue Dui,Musical,0,115524,312537,68722321
20171020,The Killing of a Sacred Deer,Horror,0,115120,2291900,4698349
20171027,The Square,Drama,0,74233,1495866,4290277
20171020,Wonderstruck,Drama,0,65882,1033632,1146661
20171006,Architects of Denial,Documentary,0,58472,65424,65424
20171020,Jane,Documentary,0,58348,1718203,1836868
20171013,Goodbye Christopher Robin,Drama,0,57917,1735251,7254832
20171013,Human Flow,Documentary,0,45677,527845,654726
20171006,Earth: One Amazing Day,Documentary,0,45480,81345,8057996
20171006,Visages villages,Documentary,0,31006,921919,1266131
20171027,Novitiate,Drama,0,22724,580346,580346
20171004,Chavela,Documentary,0,22453,148666,208665
20171013,Breathe,Drama,0,22285,489322,4436864
20171025,God’s Own Country,Drama,0,17768,338027,1791402
20171013,Wasted! The Story of Food Waste,Documentary,0,17189,25865,25865
20171020,Heal,Documentary,0,12668,12668,12668
20171006,Better Watch Out,Horror,0,12569,20369,188756
20171020,Tragedy Girls,Comedy,0,12125,61899,98246
20171020,RV: Resurrected Victims,Thriller/Suspense,0,10589,20371,2309252
20171020,120 battements par minute,Drama,0,8566,121355,364102
20171018,The Paris Opera,Documentary,0,7709,55447,55447
20171006,So B. It,Drama,0,7455,46006,46006
20171027,Bill Nye: Science Guy,Documentary,0,7005,74909,74909
20171027,Mansfield 66/67,Documentary,0,6451,17930,17930
20171006,Dina,Documentary,0,6015,90491,96507
20171020,Aida’s Secrets,Documentary,0,5665,98468,98468
20171006,Trafficked,Drama,0,5648,13476,13476
20171004,Walking Out,Thriller/Suspense,0,5462,102394,102394
20171013,The Departure,Documentary,0,4850,24661,24661
20171027,Die göttliche Ordnung,Drama,0,4405,73251,75475
20171020,Dealt,Documentary,0,4293,30414,30414
20171013,78/52: Hitchcocks Shower Scene,Documentary,0,3738,37664,46830
20171025,The Work,Documentary,0,3286,5853,20574
20171020,Maigret tend un piège,Drama,0,2556,7644,7644
20171006,Paradise,Drama,0,2401,14873,20789
20171027,Brimstone & Glory,Documentary,0,2125,32059,32059
20171027,Félicité,Drama,0,1713,10695,29234
20171028,Amityville: The Awakening,Horror,0,742,742,3726090
20171020,Tiszta Szívvel,Drama,0,380,15856,40718
20171013,Bad Lucky Goat,Drama,0,170,5088,5088
20171010,One Percent More Humid,,0,0,0,0
20171017,Long Live The King,Documentary,0,0,0,0
20171006,Chef,Drama,0,0,0,933212
20171013,For Ahkeem,Documentary,0,0,23136,23136
20171031,Amygdala Warrior,Drama,0,0,0,0
20171013,The Meyerowitz Stories (New and Selec…,Drama,0,0,0,0
20171017,Kanyamakan,Action,0,0,0,0
20171027,Halloween P*ssy Trap Kill! Kill!,Horror,0,0,0,0
20171003,Cult of Chucky,Horror,0,0,0,0
20171003,Stop at Nothing: The Lance Armstrong …,Documentary,0,0,0,0
20171006,Overdrive,Action,0,0,0,4244434
20171027,Discovering Bigfoot,Documentary,0,0,0,0
20171004,The Turtle and the Sea,,0,0,0,0
20171006,Una,Drama,0,0,0,417817
20171003,A December Bride,Comedy,0,0,0,0
20171003,Mully,Documentary,0,0,0,0
20171003,The Scopia Effect,Horror,0,0,0,0
20171013,Alex & Eve,Romantic Comedy,0,0,0,384885
20171024,The Archer,,0,0,0,0
20171024,Espionage Tonight,Comedy,0,0,0,0
20171027,The Truth About Lies,Romantic Comedy,0,0,0,0
20171010,Michael Jackson: Searching For Neverland,Documentary,0,0,0,0
20171003,A Heavenly Christmas,Drama,0,0,0,0
20171010,Sleepwalker,Thriller/Suspense,0,0,0,0
20171010,Etnies: Chapters,Documentary,0,0,0,0
20171031,Thong Dee Fun Khao,,0,0,0,0
20171031,Age of Kill,Action,0,0,0,0
20171006,Dementia 13,Horror,0,0,0,0
20171003,Demon Hole,Black Comedy,0,0,0,0
